International_data,,,,,,,,,,,,,,,,,,,,,,,
http://www.eia.gov/beta/international/data/browser/#?ord=CR&cy=2013&v=H&vo=0&so=0&io=0&start=1993&end=2013&vs=INTL.2-2-AFG-BKWH.A~INTL.2-2-ALB-BKWH.A~INTL.2-2-DZA-BKWH.A~INTL.2-2-ASM-BKWH.A~INTL.2-2-AGO-BKWH.A~INTL.2-2-ATA-BKWH.A~INTL.2-2-ATG-BKWH.A~INTL.2-2-ARG-BKWH.A~INTL.2-2-ARM-BKWH.A~INTL.2-2-ABW-BKWH.A~INTL.2-2-AUS-BKWH.A~INTL.2-2-AUT-BKWH.A~INTL.2-2-AZE-BKWH.A~INTL.2-2-BHS-BKWH.A~INTL.2-2-BHR-BKWH.A~INTL.2-2-BGD-BKWH.A~INTL.2-2-BRB-BKWH.A~INTL.2-2-BLR-BKWH.A~INTL.2-2-BEL-BKWH.A~INTL.2-2-BLZ-BKWH.A~INTL.2-2-BEN-BKWH.A~INTL.2-2-BMU-BKWH.A~INTL.2-2-BTN-BKWH.A~INTL.2-2-BOL-BKWH.A~INTL.2-2-BIH-BKWH.A~INTL.2-2-BWA-BKWH.A~INTL.2-2-BRA-BKWH.A~INTL.2-2-BRN-BKWH.A~INTL.2-2-BGR-BKWH.A~INTL.2-2-BFA-BKWH.A~INTL.2-2-MMR-BKWH.A~INTL.2-2-BDI-BKWH.A~INTL.2-2-KHM-BKWH.A~INTL.2-2-CMR-BKWH.A~INTL.2-2-CAN-BKWH.A~INTL.2-2-CPV-BKWH.A~INTL.2-2-CYM-BKWH.A~INTL.2-2-CAF-BKWH.A~INTL.2-2-TCD-BKWH.A~INTL.2-2-CHL-BKWH.A~INTL.2-2-CHN-BKWH.A~INTL.2-2-COL-BKWH.A~INTL.2-2-COM-BKWH.A~INTL.2-2-COG-BKWH.A~INTL.2-2-COD-BKWH.A~INTL.2-2-COK-BKWH.A~INTL.2-2-CRI-BKWH.A~INTL.2-2-CIV-BKWH.A~INTL.2-2-HRV-BKWH.A~INTL.2-2-CUB-BKWH.A~INTL.2-2-CYP-BKWH.A~INTL.2-2-CZE-BKWH.A~INTL.2-2-DNK-BKWH.A~INTL.2-2-DJI-BKWH.A~INTL.2-2-DMA-BKWH.A~INTL.2-2-DOM-BKWH.A~INTL.2-2-ECU-BKWH.A~INTL.2-2-EGY-BKWH.A~INTL.2-2-SLV-BKWH.A~INTL.2-2-GNQ-BKWH.A~INTL.2-2-ERI-BKWH.A~INTL.2-2-EST-BKWH.A~INTL.2-2-ETH-BKWH.A~INTL.2-2-FLK-BKWH.A~INTL.2-2-FRO-BKWH.A~INTL.2-2-FJI-BKWH.A~INTL.2-2-FIN-BKWH.A~INTL.2-2-CSK-BKWH.A~INTL.2-2-SCG-BKWH.A~INTL.2-2-SUN-BKWH.A~INTL.2-2-YUG-BKWH.A~INTL.2-2-FRA-BKWH.A~INTL.2-2-GUF-BKWH.A~INTL.2-2-PYF-BKWH.A~INTL.2-2-GAB-BKWH.A~INTL.2-2-GMB-BKWH.A~INTL.2-2-GEO-BKWH.A~INTL.2-2-DEU-BKWH.A~INTL.2-2-DDR-BKWH.A~INTL.2-2-DEUW-BKWH.A~INTL.2-2-GHA-BKWH.A~INTL.2-2-GIB-BKWH.A~INTL.2-2-GRC-BKWH.A~INTL.2-2-GRL-BKWH.A~INTL.2-2-GRD-BKWH.A~INTL.2-2-GLP-BKWH.A~INTL.2-2-GUM-BKWH.A~INTL.2-2-GTM-BKWH.A~INTL.2-2-GIN-BKWH.A~INTL.2-2-GNB-BKWH.A~INTL.2-2-GUY-BKWH.A~INTL.2-2-HTI-BKWH.A~INTL.2-2-HITZ-BKWH.A~INTL.2-2-HND-BKWH.A~INTL.2-2-HKG-BKWH.A~INTL.2-2-HUN-BKWH.A~INTL.2-2-ISL-BKWH.A~INTL.2-2-IND-BKWH.A~INTL.2-2-IDN-BKWH.A~INTL.2-2-IRN-BKWH.A~INTL.2-2-IRQ-BKWH.A~INTL.2-2-IRL-BKWH.A~INTL.2-2-ISR-BKWH.A~INTL.2-2-ITA-BKWH.A~INTL.2-2-JAM-BKWH.A~INTL.2-2-JPN-BKWH.A~INTL.2-2-JOR-BKWH.A~INTL.2-2-KAZ-BKWH.A~INTL.2-2-KEN-BKWH.A~INTL.2-2-KIR-BKWH.A~INTL.2-2-PRK-BKWH.A~INTL.2-2-KOR-BKWH.A~INTL.2-2-UNK-BKWH.A~INTL.2-2-KWT-BKWH.A~INTL.2-2-KGZ-BKWH.A~INTL.2-2-LAO-BKWH.A~INTL.2-2-LVA-BKWH.A~INTL.2-2-LBN-BKWH.A~INTL.2-2-LSO-BKWH.A~INTL.2-2-LBR-BKWH.A~INTL.2-2-LBY-BKWH.A~INTL.2-2-LTU-BKWH.A~INTL.2-2-LUX-BKWH.A~INTL.2-2-MAC-BKWH.A~INTL.2-2-MKD-BKWH.A~INTL.2-2-MDG-BKWH.A~INTL.2-2-MWI-BKWH.A~INTL.2-2-MYS-BKWH.A~INTL.2-2-MDV-BKWH.A~INTL.2-2-MLI-BKWH.A~INTL.2-2-MLT-BKWH.A~INTL.2-2-MTQ-BKWH.A~INTL.2-2-MRT-BKWH.A~INTL.2-2-MUS-BKWH.A~INTL.2-2-MEX-BKWH.A~INTL.2-2-FSM-BKWH.A~INTL.2-2-MDA-BKWH.A~INTL.2-2-MNG-BKWH.A~INTL.2-2-MNE-BKWH.A~INTL.2-2-MSR-BKWH.A~INTL.2-2-MAR-BKWH.A~INTL.2-2-MOZ-BKWH.A~INTL.2-2-NAM-BKWH.A~INTL.2-2-NRU-BKWH.A~INTL.2-2-NPL-BKWH.A~INTL.2-2-NLD-BKWH.A~INTL.2-2-NLDA-BKWH.A~INTL.2-2-NCL-BKWH.A~INTL.2-2-NZL-BKWH.A~INTL.2-2-NIC-BKWH.A~INTL.2-2-NER-BKWH.A~INTL.2-2-NGA-BKWH.A~INTL.2-2-NIU-BKWH.A~INTL.2-2-MNP-BKWH.A~INTL.2-2-NOR-BKWH.A~INTL.2-2-OMN-BKWH.A~INTL.2-2-PAK-BKWH.A~INTL.2-2-PSE-BKWH.A~INTL.2-2-PAN-BKWH.A~INTL.2-2-PNG-BKWH.A~INTL.2-2-PRY-BKWH.A~INTL.2-2-PER-BKWH.A~INTL.2-2-PHL-BKWH.A~INTL.2-2-POL-BKWH.A~INTL.2-2-PRT-BKWH.A~INTL.2-2-PRI-BKWH.A~INTL.2-2-QAT-BKWH.A~INTL.2-2-REU-BKWH.A~INTL.2-2-ROU-BKWH.A~INTL.2-2-RUS-BKWH.A~INTL.2-2-RWA-BKWH.A~INTL.2-2-SHN-BKWH.A~INTL.2-2-KNA-BKWH.A~INTL.2-2-LCA-BKWH.A~INTL.2-2-SPM-BKWH.A~INTL.2-2-VCT-BKWH.A~INTL.2-2-WSM-BKWH.A~INTL.2-2-STP-BKWH.A~INTL.2-2-SAU-BKWH.A~INTL.2-2-SEN-BKWH.A~INTL.2-2-SRB-BKWH.A~INTL.2-2-SYC-BKWH.A~INTL.2-2-SLE-BKWH.A~INTL.2-2-SGP-BKWH.A~INTL.2-2-SVK-BKWH.A~INTL.2-2-SVN-BKWH.A~INTL.2-2-SLB-BKWH.A~INTL.2-2-SOM-BKWH.A~INTL.2-2-ZAF-BKWH.A~INTL.2-2-ESP-BKWH.A~INTL.2-2-LKA-BKWH.A~INTL.2-2-SDN-BKWH.A~INTL.2-2-SUR-BKWH.A~INTL.2-2-SWZ-BKWH.A~INTL.2-2-SWE-BKWH.A~INTL.2-2-CHE-BKWH.A~INTL.2-2-SYR-BKWH.A~INTL.2-2-TWN-BKWH.A~INTL.2-2-TJK-BKWH.A~INTL.2-2-TZA-BKWH.A~INTL.2-2-THA-BKWH.A~INTL.2-2-TLS-BKWH.A~INTL.2-2-TGO-BKWH.A~INTL.2-2-TON-BKWH.A~INTL.2-2-TTO-BKWH.A~INTL.2-2-TUN-BKWH.A~INTL.2-2-TUR-BKWH.A~INTL.2-2-TKM-BKWH.A~INTL.2-2-TCA-BKWH.A~INTL.2-2-TUV-BKWH.A~INTL.2-2-USIQ-BKWH.A~INTL.2-2-USOH-BKWH.A~INTL.2-2-UGA-BKWH.A~INTL.2-2-UKR-BKWH.A~INTL.2-2-ARE-BKWH.A~INTL.2-2-GBR-BKWH.A~INTL.2-2-USA-BKWH.A~INTL.2-2-URY-BKWH.A~INTL.2-2-UZB-BKWH.A~INTL.2-2-VUT-BKWH.A~INTL.2-2-VEN-BKWH.A~INTL.2-2-VNM-BKWH.A~INTL.2-2-VIR-BKWH.A~INTL.2-2-VGB-BKWH.A~INTL.2-2-WAK-BKWH.A~INTL.2-2-ESH-BKWH.A~INTL.2-2-YEM-BKWH.A~INTL.2-2-ZMB-BKWH.A~INTL.2-2-ZWE-BKWH.A&c=ruvvvvvfvtvnvv1vrvvvvfvvvvvvfvvvou20evvvvvvvvvvvvuvo&pa=0000002&f=A&ug=g&ct=0&tl_type=p&tl_id=2-A&s=,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 25 2016 06:44:46 GMT-0400 (EDT),,,,,,,,,,,,,,,,,,,,,,,
Source: U.S. Energy Information Administration,,,,,,,,,,,,,,,,,,,,,,,
,,,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
,Consumption,Billion Kwh,1.3,1.3,1.4,1.3,1.4,1.4,1.5,1.6,1.6,1.7,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.8,1.8,1.9,1.8
,Martinique,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,0.7,0.8,0.9,0.9,0.9,1,1,1,1.1,1.1,1.2,1.2,1.3,1.3,1.4,1.4,1.4,1.5,1.5,1.5,1.5
,Mauritania,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.4,0.5,0.5,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7
,Mauritius,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,0.9,0.9,1,0.9,1,1,1.3,1.5,1.6,1.7,1.8,1.9,1.9,2,2.1,2.2,2.3,2.4,2.4,2.5,2.6
,Mexico,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,112,121,125,133,145,149,158,168,171,174,173,185,193,197,203,207,204,212,234,234,232
,Micronesia,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,,,,,,,,,,,,,,,,,,,,,
,Moldova,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,6.1,6.8,6.1,5.8,5.5,5.4,4.1,5.6,5.4,6.1,7.1,7,7,7.4,6.8,6.9,5.9,5.8,4.9,5.1,5.8
,Mongolia,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,2.2,2.2,2.4,2.4,2.3,2.3,2.3,2.4,2.5,2.6,2.7,2.9,3,3.2,3.4,3.6,3.6,3.8,3.9,4.2,5.1
,Montenegro,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,,,,,,,,,,,,,,3.7,3.5,3.5,3,3.3,3.5,3.3,3.4
,Montserrat,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
,Morocco,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,10,10,11,12,12,13,13,13,14,15,16,17,18,20,21,22,22,24,25,27,27
,Mozambique,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,1.1,0.9,0.8,0.8,0.9,0.8,2,4.1,7,5.8,8.1,8.8,9.1,9.5,10,9.3,9.3,10,11,11,11
,Namibia,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,0.8,0.6,1.7,1.7,1.7,1.3,1.7,1.8,1.9,2.5,2.6,3,3,3.2,3.2,3.4,3.3,3.2,3.5,3.6,3.8
,Nauru,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
,Nepal,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,0.8,0.8,1,0.9,0.8,1.1,1.3,1.4,1.4,1.8,1.7,1.9,2,2.2,2.3,2.2,2.6,2.7,3.1,3.2,3.5
,Netherlands,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,80,82,84,87,89,93,95,99,101,102,104,108,108,110,112,111,106,108,110,108,107
,Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.8,1,1,1,1,1,1,1.1,1.1,1.1,0.7,0.7
,New Caledonia,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,1,1.1,1.5,1.3,1.3,1.4,1.4,1.5,1.5,1.5,1.6,1.5,1.7,1.7,1.7,1.7,1.7,1.9,2,1.9,1.9
,New Zealand,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,30,31,32,33,33,35,33,35,35,37,37,38,39,39,40,39,39,41,41,40,40
,Nicaragua,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,1.2,1.1,1.2,1.3,1.4,1.5,1.6,1.6,1.6,1.9,1.8,2,2.2,2.3,2.3,2.5,2.8,3.1,3.2,3.6,3.6
,Niger,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,0.9
,Nigeria,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,8.3,8,7.9,7.6,7.9,8.6,8.4,8.5,8.8,14,13,16,17,15,19,18,18,20,23,25,23
,Niue,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
,Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,,,,,,,,,,,,,,,,,,,,,
,Norway,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,102,103,105,104,104,111,110,113,115,110,104,109,113,110,114,116,112,119,113,118,116
,Oman,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,4.8,5,5.2,5.5,5.8,6.4,6.4,6.7,7.3,7.6,7.8,8.7,9.1,10,10,12,13,15,17,20,23
,Pakistan,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,34,40,39,38,43,40,45,47,50,52,57,60,67,73,72,69,72,75,74,77,77
,Palestinian Territories,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,,,,,1,1.7,1.5,2.3,2.1,2.4,2.6,2.9,3.3,3.4,3.6,4.2,4.4,4.6,5.1,5.3,5.2
,Panama,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,2.5,2.6,2.9,3.4,3.2,2.8,3.4,3.8,3.8,4,4.2,4.6,4.7,4.8,5.2,5.4,5.8,6.1,6.6,7.1,7.5
,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,1.6,1.6,1.4,1.6,1.5,1.9,1.8,2,2.4,2.6,2.9,2.9,3.1,3,3.1,3,3.1,3.2,3.1,2.9,2.9
,Paraguay,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,2.6,2.8,3.3,4,3.5,3.8,3.9,4.2,4.3,4.4,4.2,4.2,4.5,4.9,5.4,5.7,6.2,6.8,7.5,8.1,8.9
,Peru,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,12,11,13,14,15,16,16,17,18,19,20,21,23,24,27,29,29,31,36,36,37
,Philippines,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,20,25,26,29,32,34,34,37,39,41,44,46,47,48,49,51,52,57,58,61,64
,Poland,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,104,105,108,111,114,113,111,113,114,112,116,119,120,126,129,132,127,135,137,139,145
,Portugal,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,26,27,29,31,32,34,36,39,40,42,43,45,46,48,49,48,48,50,48,47,46
,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,15,16,16,17,17,18,19,20,21,22,22,22,23,22,21,19,19,19,19,19,18
,Qatar,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,4.9,5.1,5.2,5.8,6,7.1,7.8,8,8.7,9.5,10,12,13,15,17,19,21,25,27,31,30
,Reunion,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,1,1,1.1,1.2,1.4,1.6,1.6,1.7,1.9,1.9,2,2.1,2.3,2.3,2.4,2.3,2.3,2.3,2.5,2.4,2.4
,Romania,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,49,48,50,52,48,45,41,42,43,43,46,47,48,49,50,50,46,48,50,49,43
,Rwanda,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5
,Saint Helena,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
,Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
,Saint Lucia,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
,Saint Vincent/Grenadines,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Samoa,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),0.1,0.1,(s),(s),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,75,85,92,95,100,108,107,109,118,123,137,137,147,157,163,174,186,204,212,232,247
,Senegal,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,0.8,0.9,0.9,0.9,1,1.1,1.1,0.9,1.1,1.2,1.1,1.2,1.5,1.7,2,1.7,2.2,2.3,2.4,2.6,2.9
,Serbia,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,,,,,,,,,,,,,,28,29,29,28,29,30,29,29
,Seychelles,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3
,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,0.2,0.2,(s),0.1,(s),(s),(s),(s),0.1,0.1,0.1,0.1,(s),(s),(s),0.1,0.1,0.2,0.1,0.2,0.2
,Singapore,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,18,19,21,22,24,25,26,28,30,31,32,33,36,37,38,39,38,41,42,44,44
,Slovakia,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,23,24,24,26,25,25,25,25,25,25,25,26,24,25,26,26,25,26,27,25,25
,Slovenia,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,8.9,9.8,9.7,9.6,10,10,10,11,11,12,13,13,13,14,14,13,12,12,13,13,13
,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
,Somalia,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,South Africa,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,148,154,162,165,172,172,174,180,180,190,196,200,205,211,220,214,205,215,218,213,212
,Spain,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,134,140,145,151,163,168,181,194,207,212,223,232,242,252,255,258,245,249,245,243,235
,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,3.2,3.6,3.9,3.6,4.1,4.5,4.7,5,5.3,5.5,6,6.5,7.4,6.9,7.9,8.1,8.2,9,9.8,10,10
,Sudan and South Sudan,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,1.7,1.8,1.8,1.9,1.8,1.9,2.5,2.6,2.3,2.6,2.8,2.9,3.4,3.8,4.1,4,4.8,5.9,6.5,7.8,8.1
,Suriname,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,1.6,1.7,1.5,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.2,1.3,1.4
,Swaziland,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,0.9,1,1,1,1,1,1,1,1.1,1.2,1.2,1,1.2,1.1,1.3,1.4,1.3,1.4,1.4,1.3,1.3
,Sweden,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,130,129,132,131,132,133,132,135,138,136,133,135,135,136,136,133,128,136,128,131,129
,Switzerland,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,48,48,49,49,49,50,52,53,54,54,55,56,58,58,58,58,57,59,58,58,58
,Syria,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,4.9,5.8,9.8,11,12,14,14,16,18,20,21,23,26,27,28,30,30,36,33,27,20
,Taiwan,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,97,104,102,108,116,141,149,163,168,177,187,192,201,208,216,212,202,219,223,222,226
,Tajikistan,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,14,14,14,13,13,13,13,13,13,14,14,14,14,15,14,15,14,14,14,14,13
,Tanzania,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,1.4,1.3,1.6,1.8,1.6,2.2,1.8,1.9,2.1,2.2,2,2.4,2.5,2.6,3.3,3.5,3,4.1,3.8,4.3,4.2
,Thailand,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,55,61,70,76,76,75,78,82,87,94,103,110,116,123,127,129,130,141,141,156,158
,Timor-Leste (East Timor),,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,,,,,,,,,,,,,,,,,,,,,
,Togo,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,0.6,0.5,0.6,0.6,0.5,0.7,0.7,0.5,0.5,0.6,0.4,0.6,0.6,0.6,0.6,0.6,0.8,0.7,0.9,1,1
,Tonga,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
,Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,3.3,3.4,3.6,3.8,4.3,4.4,4.5,4.7,4.9,4.9,5.7,5.7,6.2,6.5,7,7,7.1,7.7,8,8.3,8.7
,Tunisia,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,5.2,5.6,6.2,6.8,7.3,7.6,8.3,8.8,9.5,9.8,10,11,11,12,11,12,13,13,13,13,13
,Turkey,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,60,63,68,75,83,89,92,99,97,103,110,120,129,141,154,160,155,170,187,195,195
,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,7.6,6.3,6,6.2,6.2,6.1,6.6,6.9,6.6,7.5,7.6,8.4,9,9.7,11,11,11,11,11,12,13
,Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Tuvalu,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,,,,,,,,,,,,,,,,,,,,,
,U.S. Pacific Islands,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6
,U.S. Territories,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,,,,,,,,,,,,,,,,,,,,,
,Uganda,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,0.8,0.8,0.9,0.9,1,1,1,1.3,1.3,1.3,1.4,1.6,1.7,1.5,1.8,2,1.9,2.1,2,3,3.6
,Ukraine,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,194,170,163,147,140,133,128,125,126,127,133,140,142,148,153,153,138,152,157,154,151
,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,15,16,21,23,25,30,34,36,37,41,43,46,53,58,69,71,76,81,86,93,97
,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,294,287,297,316,316,323,328,336,339,340,343,343,351,348,345,342,322,330,319,320,319
,Uruguay,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,4.5,4.7,5,5.1,5.6,6.3,6.2,6.5,6.6,6.1,6,6.2,6.5,7.3,7.9,8.4,8.7,9.3,9.3,9.7,9.8
,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,42,41,39,40,40,40,40,41,41,42,42,43,42,44,42,43,43,45,45,45,47
,Vanuatu,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
,Venezuela,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,55,55,56,58,60,61,60,63,65,64,65,70,72,78,80,84,84,88,91,94,95
,Vietnam,,,,,,,,,,,,,,,,,,,,,,
,Consumption,Billion Kwh,7.9,9.2,11,13,15,17,19,22,25,30,34,39,45,52,59,66,75,86,95,106,112
