Series	State	Date	Jobs
SMS40000003000000001	OK	2012-06-01	136.2
SMS40000003000000001	OK	2012-07-01	135.7
SMS40000003000000001	OK	2012-08-01	136.2
SMS40000003000000001	OK	2012-09-01	136.6
SMS40000003000000001	OK	2012-10-01	137.2
SMS40000003000000001	OK	2012-11-01	136.8
SMS40000003000000001	OK	2012-12-01	136.9
SMS40000003000000001	OK	2013-01-01	137.1
SMS40000003000000001	OK	2013-02-01	137.0
SMS40000003000000001	OK	2013-03-01	136.9
SMS40000003000000001	OK	2013-04-01	136.7
SMS40000003000000001	OK	2013-05-01	136.7
SMS40000003000000001	OK	2013-06-01	136.9
SMS40000003000000001	OK	2013-07-01	137.0
SMS40000003000000001	OK	2013-08-01	136.9
SMS40000003000000001	OK	2013-09-01	136.7
SMS40000003000000001	OK	2013-10-01	136.8
SMS40000003000000001	OK	2013-11-01	136.7
SMS40000003000000001	OK	2013-12-01	136.5
SMS40000003000000001	OK	2014-01-01	136.8
SMS40000003000000001	OK	2014-02-01	137.7
SMS40000003000000001	OK	2014-03-01	137.8
SMS40000003000000001	OK	2014-04-01	138.5
SMS40000003000000001	OK	2014-05-01	139.2
SMS40000003000000001	OK	2014-06-01	139.7
SMS40000003000000001	OK	2014-07-01	140.2
SMS40000003000000001	OK	2014-08-01	140.3
SMS40000003000000001	OK	2014-09-01	140.7
SMS40000003000000001	OK	2014-10-01	140.9
SMS40000003000000001	OK	2014-11-01	141.2
SMS40000003000000001	OK	2014-12-01	141.6
SMS40000003000000001	OK	2015-01-01	141.2
SMS40000003000000001	OK	2015-02-01	141.4
SMS40000003000000001	OK	2015-03-01	140.3
SMS40000003000000001	OK	2015-04-01	138.8
SMS40000003000000001	OK	2015-05-01	138.2
SMS40000003000000001	OK	2015-06-01	137.2
SMS40000003000000001	OK	2015-07-01	136.3
SMS40000003000000001	OK	2015-08-01	135.7
SMS40000003000000001	OK	2015-09-01	135.1
SMS40000003000000001	OK	2015-10-01	132.9
SMS40000003000000001	OK	2015-11-01	132.7
SMS40000003000000001	OK	2015-12-01	132.3
SMS40000003000000001	OK	2016-01-01	132.3
SMS40000003000000001	OK	2016-02-01	129.9
SMS41000003000000001	OR	1990-01-01	206.1
SMS41000003000000001	OR	1990-02-01	205.2
SMS41000003000000001	OR	1990-03-01	206.0
SMS41000003000000001	OR	1990-04-01	205.8
SMS41000003000000001	OR	1990-05-01	205.9
SMS41000003000000001	OR	1990-06-01	204.7
SMS41000003000000001	OR	1990-07-01	204.6
SMS41000003000000001	OR	1990-08-01	205.8
SMS41000003000000001	OR	1990-09-01	202.7
SMS41000003000000001	OR	1990-10-01	200.2
SMS41000003000000001	OR	1990-11-01	201.7
SMS41000003000000001	OR	1990-12-01	201.2
SMS41000003000000001	OR	1991-01-01	200.2
SMS41000003000000001	OR	1991-02-01	199.6
SMS41000003000000001	OR	1991-03-01	198.2
SMS41000003000000001	OR	1991-04-01	196.7
SMS41000003000000001	OR	1991-05-01	196.0
SMS41000003000000001	OR	1991-06-01	195.0
SMS41000003000000001	OR	1991-07-01	195.0
SMS41000003000000001	OR	1991-08-01	195.7
SMS41000003000000001	OR	1991-09-01	195.6
SMS41000003000000001	OR	1991-10-01	196.0
SMS41000003000000001	OR	1991-11-01	194.8
SMS41000003000000001	OR	1991-12-01	193.7
SMS41000003000000001	OR	1992-01-01	192.1
SMS41000003000000001	OR	1992-02-01	192.8
SMS41000003000000001	OR	1992-03-01	192.1
SMS41000003000000001	OR	1992-04-01	193.7
SMS41000003000000001	OR	1992-05-01	194.1
SMS41000003000000001	OR	1992-06-01	194.3
SMS41000003000000001	OR	1992-07-01	194.4
SMS41000003000000001	OR	1992-08-01	193.9
SMS41000003000000001	OR	1992-09-01	191.7
SMS41000003000000001	OR	1992-10-01	192.1
SMS41000003000000001	OR	1992-11-01	192.3
SMS41000003000000001	OR	1992-12-01	192.6
SMS41000003000000001	OR	1993-01-01	193.4
SMS41000003000000001	OR	1993-02-01	193.8
SMS41000003000000001	OR	1993-03-01	194.5
SMS41000003000000001	OR	1993-04-01	194.4
SMS41000003000000001	OR	1993-05-01	193.8
SMS41000003000000001	OR	1993-06-01	193.8
SMS41000003000000001	OR	1993-07-01	192.4
SMS41000003000000001	OR	1993-08-01	195.3
SMS41000003000000001	OR	1993-09-01	195.9
SMS41000003000000001	OR	1993-10-01	196.7
SMS41000003000000001	OR	1993-11-01	196.4
SMS41000003000000001	OR	1993-12-01	197.2
SMS41000003000000001	OR	1994-01-01	197.9
SMS41000003000000001	OR	1994-02-01	198.7
SMS41000003000000001	OR	1994-03-01	199.6
SMS41000003000000001	OR	1994-04-01	200.8
SMS41000003000000001	OR	1994-05-01	202.2
SMS41000003000000001	OR	1994-06-01	203.5
SMS41000003000000001	OR	1994-07-01	204.4
SMS41000003000000001	OR	1994-08-01	204.9
SMS41000003000000001	OR	1994-09-01	204.5
SMS41000003000000001	OR	1994-10-01	205.4
SMS41000003000000001	OR	1994-11-01	205.5
SMS41000003000000001	OR	1994-12-01	207.1
SMS41000003000000001	OR	1995-01-01	207.0
SMS41000003000000001	OR	1995-02-01	208.3
SMS41000003000000001	OR	1995-03-01	208.1
SMS41000003000000001	OR	1995-04-01	208.2
SMS41000003000000001	OR	1995-05-01	208.6
SMS41000003000000001	OR	1995-06-01	209.4
SMS41000003000000001	OR	1995-07-01	210.5
SMS41000003000000001	OR	1995-08-01	211.9
SMS41000003000000001	OR	1995-09-01	213.5
SMS41000003000000001	OR	1995-10-01	213.5
SMS41000003000000001	OR	1995-11-01	214.4
SMS41000003000000001	OR	1995-12-01	215.2
SMS41000003000000001	OR	1996-01-01	215.4
SMS41000003000000001	OR	1996-02-01	214.4
SMS41000003000000001	OR	1996-03-01	215.0
SMS41000003000000001	OR	1996-04-01	215.5
SMS41000003000000001	OR	1996-05-01	215.1
SMS41000003000000001	OR	1996-06-01	216.3
SMS41000003000000001	OR	1996-07-01	217.3
SMS41000003000000001	OR	1996-08-01	219.6
SMS41000003000000001	OR	1996-09-01	219.5
SMS41000003000000001	OR	1996-10-01	219.5
SMS41000003000000001	OR	1996-11-01	221.2
SMS41000003000000001	OR	1996-12-01	221.5
SMS41000003000000001	OR	1997-01-01	222.8
SMS41000003000000001	OR	1997-02-01	223.5
SMS41000003000000001	OR	1997-03-01	224.6
SMS41000003000000001	OR	1997-04-01	225.8
SMS41000003000000001	OR	1997-05-01	227.1
SMS41000003000000001	OR	1997-06-01	227.8
SMS41000003000000001	OR	1997-07-01	227.6
SMS41000003000000001	OR	1997-08-01	227.2
SMS41000003000000001	OR	1997-09-01	227.4
SMS41000003000000001	OR	1997-10-01	229.3
SMS41000003000000001	OR	1997-11-01	229.6
SMS41000003000000001	OR	1997-12-01	229.9
SMS41000003000000001	OR	1998-01-01	230.7
SMS41000003000000001	OR	1998-02-01	232.0
SMS41000003000000001	OR	1998-03-01	231.4
SMS41000003000000001	OR	1998-04-01	229.2
SMS41000003000000001	OR	1998-05-01	229.5
SMS41000003000000001	OR	1998-06-01	228.8
SMS41000003000000001	OR	1998-07-01	227.6
SMS41000003000000001	OR	1998-08-01	229.1
SMS41000003000000001	OR	1998-09-01	226.6
SMS41000003000000001	OR	1998-10-01	226.0
SMS41000003000000001	OR	1998-11-01	225.5
SMS41000003000000001	OR	1998-12-01	225.3
SMS41000003000000001	OR	1999-01-01	225.1
SMS41000003000000001	OR	1999-02-01	224.9
SMS41000003000000001	OR	1999-03-01	224.7
SMS41000003000000001	OR	1999-04-01	224.7
SMS41000003000000001	OR	1999-05-01	223.6
SMS41000003000000001	OR	1999-06-01	222.9
SMS41000003000000001	OR	1999-07-01	224.4
SMS41000003000000001	OR	1999-08-01	224.4
SMS41000003000000001	OR	1999-09-01	224.2
SMS41000003000000001	OR	1999-10-01	224.5
SMS41000003000000001	OR	1999-11-01	224.9
SMS41000003000000001	OR	1999-12-01	225.1
SMS41000003000000001	OR	2000-01-01	224.4
SMS41000003000000001	OR	2000-02-01	224.5
SMS41000003000000001	OR	2000-03-01	224.7
SMS41000003000000001	OR	2000-04-01	224.6
SMS41000003000000001	OR	2000-05-01	225.2
SMS41000003000000001	OR	2000-06-01	225.9
SMS41000003000000001	OR	2000-07-01	225.3
SMS41000003000000001	OR	2000-08-01	224.7
SMS41000003000000001	OR	2000-09-01	226.0
SMS41000003000000001	OR	2000-10-01	224.0
SMS41000003000000001	OR	2000-11-01	226.1
SMS41000003000000001	OR	2000-12-01	225.6
SMS41000003000000001	OR	2001-01-01	224.7
SMS41000003000000001	OR	2001-02-01	223.4
SMS41000003000000001	OR	2001-03-01	220.6
SMS41000003000000001	OR	2001-04-01	220.1
SMS41000003000000001	OR	2001-05-01	218.3
SMS41000003000000001	OR	2001-06-01	217.2
SMS41000003000000001	OR	2001-07-01	216.5
SMS41000003000000001	OR	2001-08-01	213.2
SMS41000003000000001	OR	2001-09-01	211.6
SMS41000003000000001	OR	2001-10-01	210.4
SMS41000003000000001	OR	2001-11-01	206.9
SMS41000003000000001	OR	2001-12-01	205.7
SMS41000003000000001	OR	2002-01-01	203.8
SMS41000003000000001	OR	2002-02-01	202.8
SMS41000003000000001	OR	2002-03-01	202.1
SMS41000003000000001	OR	2002-04-01	202.9
SMS41000003000000001	OR	2002-05-01	202.7
SMS41000003000000001	OR	2002-06-01	202.2
SMS41000003000000001	OR	2002-07-01	202.6
SMS41000003000000001	OR	2002-08-01	200.8
SMS41000003000000001	OR	2002-09-01	200.7
SMS41000003000000001	OR	2002-10-01	200.2
SMS41000003000000001	OR	2002-11-01	199.5
SMS41000003000000001	OR	2002-12-01	198.8
SMS41000003000000001	OR	2003-01-01	199.6
SMS41000003000000001	OR	2003-02-01	198.4
SMS41000003000000001	OR	2003-03-01	197.1
SMS41000003000000001	OR	2003-04-01	194.2
SMS41000003000000001	OR	2003-05-01	193.7
SMS41000003000000001	OR	2003-06-01	193.9
SMS41000003000000001	OR	2003-07-01	192.2
SMS41000003000000001	OR	2003-08-01	192.2
SMS41000003000000001	OR	2003-09-01	192.9
SMS41000003000000001	OR	2003-10-01	193.4
SMS41000003000000001	OR	2003-11-01	194.8
SMS41000003000000001	OR	2003-12-01	195.3
SMS41000003000000001	OR	2004-01-01	195.0
SMS41000003000000001	OR	2004-02-01	195.7
SMS41000003000000001	OR	2004-03-01	195.9
SMS41000003000000001	OR	2004-04-01	197.8
SMS41000003000000001	OR	2004-05-01	199.1
SMS41000003000000001	OR	2004-06-01	200.0
SMS41000003000000001	OR	2004-07-01	201.4
SMS41000003000000001	OR	2004-08-01	202.3
SMS41000003000000001	OR	2004-09-01	202.3
SMS41000003000000001	OR	2004-10-01	203.1
SMS41000003000000001	OR	2004-11-01	203.1
SMS41000003000000001	OR	2004-12-01	203.0
SMS41000003000000001	OR	2005-01-01	203.2
SMS41000003000000001	OR	2005-02-01	203.3
SMS41000003000000001	OR	2005-03-01	204.0
SMS41000003000000001	OR	2005-04-01	203.9
SMS41000003000000001	OR	2005-05-01	204.3
SMS41000003000000001	OR	2005-06-01	204.1
SMS41000003000000001	OR	2005-07-01	204.0
SMS41000003000000001	OR	2005-08-01	203.9
SMS41000003000000001	OR	2005-09-01	203.5
SMS41000003000000001	OR	2005-10-01	204.2
SMS41000003000000001	OR	2005-11-01	204.5
SMS41000003000000001	OR	2005-12-01	204.9
SMS41000003000000001	OR	2006-01-01	205.9
SMS41000003000000001	OR	2006-02-01	206.5
SMS41000003000000001	OR	2006-03-01	207.4
SMS41000003000000001	OR	2006-04-01	207.9
SMS41000003000000001	OR	2006-05-01	207.5
SMS41000003000000001	OR	2006-06-01	207.9
SMS41000003000000001	OR	2006-07-01	208.9
SMS41000003000000001	OR	2006-08-01	208.5
SMS41000003000000001	OR	2006-09-01	208.1
SMS41000003000000001	OR	2006-10-01	207.1
SMS41000003000000001	OR	2006-11-01	206.8
SMS41000003000000001	OR	2006-12-01	206.9
SMS41000003000000001	OR	2007-01-01	207.1
SMS41000003000000001	OR	2007-02-01	206.8
SMS41000003000000001	OR	2007-03-01	206.6
SMS41000003000000001	OR	2007-04-01	204.6
SMS41000003000000001	OR	2007-05-01	204.0
SMS41000003000000001	OR	2007-06-01	204.2
SMS41000003000000001	OR	2007-07-01	202.5
SMS41000003000000001	OR	2007-08-01	203.1
SMS41000003000000001	OR	2007-09-01	202.4
SMS41000003000000001	OR	2007-10-01	202.5
SMS41000003000000001	OR	2007-11-01	202.3
SMS41000003000000001	OR	2007-12-01	202.2
SMS41000003000000001	OR	2008-01-01	201.9
SMS41000003000000001	OR	2008-02-01	201.8
SMS41000003000000001	OR	2008-03-01	200.7
SMS41000003000000001	OR	2008-04-01	199.8
SMS41000003000000001	OR	2008-05-01	199.4
SMS41000003000000001	OR	2008-06-01	196.0
SMS41000003000000001	OR	2008-07-01	194.2
SMS41000003000000001	OR	2008-08-01	192.9
SMS41000003000000001	OR	2008-09-01	191.7
SMS41000003000000001	OR	2008-10-01	190.9
SMS41000003000000001	OR	2008-11-01	187.7
SMS41000003000000001	OR	2008-12-01	184.0
SMS41000003000000001	OR	2009-01-01	178.8
SMS41000003000000001	OR	2009-02-01	174.3
SMS41000003000000001	OR	2009-03-01	171.0
SMS41000003000000001	OR	2009-04-01	168.4
SMS41000003000000001	OR	2009-05-01	166.9
SMS41000003000000001	OR	2009-06-01	165.4
SMS41000003000000001	OR	2009-07-01	164.8
SMS41000003000000001	OR	2009-08-01	163.6
SMS41000003000000001	OR	2009-09-01	163.5
SMS41000003000000001	OR	2009-10-01	162.5
SMS41000003000000001	OR	2009-11-01	162.7
SMS41000003000000001	OR	2009-12-01	162.7
SMS41000003000000001	OR	2010-01-01	162.6
SMS41000003000000001	OR	2010-02-01	162.5
SMS41000003000000001	OR	2010-03-01	162.6
SMS41000003000000001	OR	2010-04-01	163.0
SMS41000003000000001	OR	2010-05-01	163.5
SMS41000003000000001	OR	2010-06-01	163.6
SMS41000003000000001	OR	2010-07-01	163.6
SMS41000003000000001	OR	2010-08-01	163.8
SMS41000003000000001	OR	2010-09-01	164.6
SMS41000003000000001	OR	2010-10-01	165.6
SMS41000003000000001	OR	2010-11-01	165.7
SMS41000003000000001	OR	2010-12-01	165.4
SMS41000003000000001	OR	2011-01-01	165.8
SMS41000003000000001	OR	2011-02-01	166.6
SMS41000003000000001	OR	2011-03-01	167.2
SMS41000003000000001	OR	2011-04-01	167.7
SMS41000003000000001	OR	2011-05-01	167.7
SMS41000003000000001	OR	2011-06-01	167.4
SMS41000003000000001	OR	2011-07-01	168.3
SMS41000003000000001	OR	2011-08-01	169.9
SMS41000003000000001	OR	2011-09-01	169.0
SMS41000003000000001	OR	2011-10-01	168.8
SMS41000003000000001	OR	2011-11-01	169.6
SMS41000003000000001	OR	2011-12-01	170.2
SMS41000003000000001	OR	2012-01-01	170.0
SMS41000003000000001	OR	2012-02-01	170.2
SMS41000003000000001	OR	2012-03-01	170.6
SMS41000003000000001	OR	2012-04-01	170.7
SMS41000003000000001	OR	2012-05-01	171.6
SMS41000003000000001	OR	2012-06-01	172.2
SMS41000003000000001	OR	2012-07-01	172.6
SMS41000003000000001	OR	2012-08-01	172.7
SMS41000003000000001	OR	2012-09-01	172.4
SMS41000003000000001	OR	2012-10-01	173.2
SMS41000003000000001	OR	2012-11-01	173.2
SMS41000003000000001	OR	2012-12-01	172.8
SMS41000003000000001	OR	2013-01-01	173.8
SMS41000003000000001	OR	2013-02-01	174.1
SMS41000003000000001	OR	2013-03-01	173.9
SMS41000003000000001	OR	2013-04-01	174.4
SMS41000003000000001	OR	2013-05-01	174.2
SMS41000003000000001	OR	2013-06-01	174.9
SMS41000003000000001	OR	2013-07-01	174.8
SMS41000003000000001	OR	2013-08-01	174.7
SMS41000003000000001	OR	2013-09-01	175.4
SMS41000003000000001	OR	2013-10-01	176.1
SMS41000003000000001	OR	2013-11-01	176.5
SMS41000003000000001	OR	2013-12-01	176.8
SMS41000003000000001	OR	2014-01-01	177.5
SMS41000003000000001	OR	2014-02-01	177.7
SMS41000003000000001	OR	2014-03-01	178.0
SMS41000003000000001	OR	2014-04-01	178.5
SMS41000003000000001	OR	2014-05-01	178.8
SMS41000003000000001	OR	2014-06-01	179.3
SMS41000003000000001	OR	2014-07-01	179.2
SMS41000003000000001	OR	2014-08-01	179.2
SMS41000003000000001	OR	2014-09-01	180.1
SMS41000003000000001	OR	2014-10-01	180.7
SMS41000003000000001	OR	2014-11-01	182.1
SMS41000003000000001	OR	2014-12-01	183.1
SMS41000003000000001	OR	2015-01-01	183.7
SMS41000003000000001	OR	2015-02-01	184.6
SMS41000003000000001	OR	2015-03-01	185.2
SMS41000003000000001	OR	2015-04-01	185.8
SMS41000003000000001	OR	2015-05-01	186.4
SMS41000003000000001	OR	2015-06-01	186.8
SMS41000003000000001	OR	2015-07-01	186.3
SMS41000003000000001	OR	2015-08-01	185.9
SMS41000003000000001	OR	2015-09-01	186.1
SMS41000003000000001	OR	2015-10-01	187.2
SMS41000003000000001	OR	2015-11-01	187.1
SMS41000003000000001	OR	2015-12-01	187.9
SMS41000003000000001	OR	2016-01-01	189.0
SMS41000003000000001	OR	2016-02-01	188.3
SMS42000003000000001	PA	1990-01-01	963.6
SMS42000003000000001	PA	1990-02-01	962.7
SMS42000003000000001	PA	1990-03-01	960.6
SMS42000003000000001	PA	1990-04-01	957.3
SMS42000003000000001	PA	1990-05-01	955.2
SMS42000003000000001	PA	1990-06-01	952.6
SMS42000003000000001	PA	1990-07-01	950.0
SMS42000003000000001	PA	1990-08-01	946.8
SMS42000003000000001	PA	1990-09-01	943.7
SMS42000003000000001	PA	1990-10-01	939.0
SMS42000003000000001	PA	1990-11-01	935.4
SMS42000003000000001	PA	1990-12-01	932.0
SMS42000003000000001	PA	1991-01-01	928.9
SMS42000003000000001	PA	1991-02-01	923.2
SMS42000003000000001	PA	1991-03-01	916.9
SMS42000003000000001	PA	1991-04-01	916.0
SMS42000003000000001	PA	1991-05-01	911.2
SMS42000003000000001	PA	1991-06-01	910.1
SMS42000003000000001	PA	1991-07-01	906.3
SMS42000003000000001	PA	1991-08-01	908.0
SMS42000003000000001	PA	1991-09-01	906.0
SMS42000003000000001	PA	1991-10-01	905.6
SMS42000003000000001	PA	1991-11-01	904.1
SMS42000003000000001	PA	1991-12-01	900.2
SMS42000003000000001	PA	1992-01-01	899.1
SMS42000003000000001	PA	1992-02-01	895.5
SMS42000003000000001	PA	1992-03-01	893.4
SMS42000003000000001	PA	1992-04-01	895.8
SMS42000003000000001	PA	1992-05-01	895.2
SMS42000003000000001	PA	1992-06-01	892.9
SMS42000003000000001	PA	1992-07-01	890.8
SMS42000003000000001	PA	1992-08-01	886.9
SMS42000003000000001	PA	1992-09-01	885.3
SMS42000003000000001	PA	1992-10-01	883.3
SMS42000003000000001	PA	1992-11-01	881.8
SMS42000003000000001	PA	1992-12-01	879.6
SMS42000003000000001	PA	1993-01-01	882.7
SMS42000003000000001	PA	1993-02-01	884.0
SMS42000003000000001	PA	1993-03-01	882.3
SMS42000003000000001	PA	1993-04-01	880.1
SMS42000003000000001	PA	1993-05-01	879.1
SMS42000003000000001	PA	1993-06-01	876.0
SMS42000003000000001	PA	1993-07-01	877.5
SMS42000003000000001	PA	1993-08-01	876.9
SMS42000003000000001	PA	1993-09-01	876.9
SMS42000003000000001	PA	1993-10-01	876.9
SMS42000003000000001	PA	1993-11-01	876.9
SMS42000003000000001	PA	1993-12-01	877.2
SMS42000003000000001	PA	1994-01-01	876.9
SMS42000003000000001	PA	1994-02-01	876.1
SMS42000003000000001	PA	1994-03-01	877.9
SMS42000003000000001	PA	1994-04-01	875.6
SMS42000003000000001	PA	1994-05-01	876.1
SMS42000003000000001	PA	1994-06-01	878.8
SMS42000003000000001	PA	1994-07-01	882.7
SMS42000003000000001	PA	1994-08-01	882.7
SMS42000003000000001	PA	1994-09-01	883.8
SMS42000003000000001	PA	1994-10-01	884.1
SMS42000003000000001	PA	1994-11-01	885.4
SMS42000003000000001	PA	1994-12-01	886.4
SMS42000003000000001	PA	1995-01-01	886.3
SMS42000003000000001	PA	1995-02-01	886.7
SMS42000003000000001	PA	1995-03-01	886.3
SMS42000003000000001	PA	1995-04-01	884.0
SMS42000003000000001	PA	1995-05-01	881.9
SMS42000003000000001	PA	1995-06-01	881.3
SMS42000003000000001	PA	1995-07-01	880.3
SMS42000003000000001	PA	1995-08-01	880.0
SMS42000003000000001	PA	1995-09-01	879.5
SMS42000003000000001	PA	1995-10-01	877.2
SMS42000003000000001	PA	1995-11-01	874.5
SMS42000003000000001	PA	1995-12-01	872.6
SMS42000003000000001	PA	1996-01-01	862.1
SMS42000003000000001	PA	1996-02-01	867.9
SMS42000003000000001	PA	1996-03-01	866.9
SMS42000003000000001	PA	1996-04-01	869.5
SMS42000003000000001	PA	1996-05-01	867.8
SMS42000003000000001	PA	1996-06-01	867.4
SMS42000003000000001	PA	1996-07-01	867.8
SMS42000003000000001	PA	1996-08-01	866.0
SMS42000003000000001	PA	1996-09-01	865.5
SMS42000003000000001	PA	1996-10-01	867.0
SMS42000003000000001	PA	1996-11-01	868.5
SMS42000003000000001	PA	1996-12-01	868.2
SMS42000003000000001	PA	1997-01-01	865.6
SMS42000003000000001	PA	1997-02-01	867.2
SMS42000003000000001	PA	1997-03-01	866.9
SMS42000003000000001	PA	1997-04-01	867.9
SMS42000003000000001	PA	1997-05-01	869.3
SMS42000003000000001	PA	1997-06-01	870.0
SMS42000003000000001	PA	1997-07-01	873.2
SMS42000003000000001	PA	1997-08-01	873.0
SMS42000003000000001	PA	1997-09-01	874.2
SMS42000003000000001	PA	1997-10-01	873.4
SMS42000003000000001	PA	1997-11-01	874.0
SMS42000003000000001	PA	1997-12-01	875.0
SMS42000003000000001	PA	1998-01-01	877.3
SMS42000003000000001	PA	1998-02-01	878.0
SMS42000003000000001	PA	1998-03-01	877.5
SMS42000003000000001	PA	1998-04-01	878.1
SMS42000003000000001	PA	1998-05-01	877.7
SMS42000003000000001	PA	1998-06-01	875.5
SMS42000003000000001	PA	1998-07-01	869.7
SMS42000003000000001	PA	1998-08-01	870.8
SMS42000003000000001	PA	1998-09-01	869.1
SMS42000003000000001	PA	1998-10-01	870.7
SMS42000003000000001	PA	1998-11-01	870.2
SMS42000003000000001	PA	1998-12-01	869.0
SMS42000003000000001	PA	1999-01-01	867.7
SMS42000003000000001	PA	1999-02-01	867.4
SMS42000003000000001	PA	1999-03-01	866.8
SMS42000003000000001	PA	1999-04-01	866.7
SMS42000003000000001	PA	1999-05-01	865.0
SMS42000003000000001	PA	1999-06-01	864.5
SMS42000003000000001	PA	1999-07-01	860.5
SMS42000003000000001	PA	1999-08-01	860.6
SMS42000003000000001	PA	1999-09-01	860.7
SMS42000003000000001	PA	1999-10-01	864.1
SMS42000003000000001	PA	1999-11-01	864.7
SMS42000003000000001	PA	1999-12-01	864.6
SMS42000003000000001	PA	2000-01-01	865.1
SMS42000003000000001	PA	2000-02-01	864.2
SMS42000003000000001	PA	2000-03-01	865.7
SMS42000003000000001	PA	2000-04-01	864.9
SMS42000003000000001	PA	2000-05-01	862.1
SMS42000003000000001	PA	2000-06-01	866.8
SMS42000003000000001	PA	2000-07-01	869.8
SMS42000003000000001	PA	2000-08-01	866.9
SMS42000003000000001	PA	2000-09-01	865.2
SMS42000003000000001	PA	2000-10-01	861.4
SMS42000003000000001	PA	2000-11-01	860.0
SMS42000003000000001	PA	2000-12-01	859.0
SMS42000003000000001	PA	2001-01-01	856.2
SMS42000003000000001	PA	2001-02-01	852.6
SMS42000003000000001	PA	2001-03-01	847.4
SMS42000003000000001	PA	2001-04-01	840.7
SMS42000003000000001	PA	2001-05-01	831.0
SMS42000003000000001	PA	2001-06-01	825.3
SMS42000003000000001	PA	2001-07-01	818.4
SMS42000003000000001	PA	2001-08-01	812.7
SMS42000003000000001	PA	2001-09-01	806.5
SMS42000003000000001	PA	2001-10-01	797.4
SMS42000003000000001	PA	2001-11-01	790.7
SMS42000003000000001	PA	2001-12-01	784.4
SMS42000003000000001	PA	2002-01-01	778.1
SMS42000003000000001	PA	2002-02-01	775.7
SMS42000003000000001	PA	2002-03-01	771.6
SMS42000003000000001	PA	2002-04-01	768.0
SMS42000003000000001	PA	2002-05-01	764.2
SMS42000003000000001	PA	2002-06-01	762.1
SMS42000003000000001	PA	2002-07-01	759.3
SMS42000003000000001	PA	2002-08-01	755.5
SMS42000003000000001	PA	2002-09-01	751.8
SMS42000003000000001	PA	2002-10-01	748.9
SMS42000003000000001	PA	2002-11-01	743.9
SMS42000003000000001	PA	2002-12-01	738.6
SMS42000003000000001	PA	2003-01-01	736.9
SMS42000003000000001	PA	2003-02-01	730.3
SMS42000003000000001	PA	2003-03-01	725.6
SMS42000003000000001	PA	2003-04-01	721.3
SMS42000003000000001	PA	2003-05-01	717.3
SMS42000003000000001	PA	2003-06-01	712.5
SMS42000003000000001	PA	2003-07-01	707.7
SMS42000003000000001	PA	2003-08-01	703.1
SMS42000003000000001	PA	2003-09-01	701.2
SMS42000003000000001	PA	2003-10-01	698.7
SMS42000003000000001	PA	2003-11-01	697.0
SMS42000003000000001	PA	2003-12-01	695.7
SMS42000003000000001	PA	2004-01-01	693.6
SMS42000003000000001	PA	2004-02-01	692.3
SMS42000003000000001	PA	2004-03-01	690.9
SMS42000003000000001	PA	2004-04-01	691.4
SMS42000003000000001	PA	2004-05-01	690.9
SMS42000003000000001	PA	2004-06-01	690.8
SMS42000003000000001	PA	2004-07-01	692.4
SMS42000003000000001	PA	2004-08-01	691.0
SMS42000003000000001	PA	2004-09-01	690.0
SMS42000003000000001	PA	2004-10-01	689.4
SMS42000003000000001	PA	2004-11-01	688.2
SMS42000003000000001	PA	2004-12-01	687.6
SMS42000003000000001	PA	2005-01-01	686.2
SMS42000003000000001	PA	2005-02-01	684.8
SMS42000003000000001	PA	2005-03-01	683.3
SMS42000003000000001	PA	2005-04-01	681.4
SMS42000003000000001	PA	2005-05-01	681.4
SMS42000003000000001	PA	2005-06-01	680.1
SMS42000003000000001	PA	2005-07-01	679.7
SMS42000003000000001	PA	2005-08-01	678.2
SMS42000003000000001	PA	2005-09-01	676.3
SMS42000003000000001	PA	2005-10-01	675.1
SMS42000003000000001	PA	2005-11-01	674.3
SMS42000003000000001	PA	2005-12-01	672.6
SMS42000003000000001	PA	2006-01-01	673.0
SMS42000003000000001	PA	2006-02-01	673.0
SMS42000003000000001	PA	2006-03-01	673.6
SMS42000003000000001	PA	2006-04-01	674.1
SMS42000003000000001	PA	2006-05-01	672.2
SMS42000003000000001	PA	2006-06-01	672.0
SMS42000003000000001	PA	2006-07-01	671.1
SMS42000003000000001	PA	2006-08-01	670.6
SMS42000003000000001	PA	2006-09-01	668.7
SMS42000003000000001	PA	2006-10-01	667.2
SMS42000003000000001	PA	2006-11-01	666.0
SMS42000003000000001	PA	2006-12-01	664.7
SMS42000003000000001	PA	2007-01-01	664.3
SMS42000003000000001	PA	2007-02-01	660.3
SMS42000003000000001	PA	2007-03-01	662.7
SMS42000003000000001	PA	2007-04-01	662.4
SMS42000003000000001	PA	2007-05-01	660.7
SMS42000003000000001	PA	2007-06-01	660.8
SMS42000003000000001	PA	2007-07-01	659.9
SMS42000003000000001	PA	2007-08-01	657.3
SMS42000003000000001	PA	2007-09-01	654.9
SMS42000003000000001	PA	2007-10-01	655.4
SMS42000003000000001	PA	2007-11-01	654.8
SMS42000003000000001	PA	2007-12-01	655.2
SMS42000003000000001	PA	2008-01-01	654.4
SMS42000003000000001	PA	2008-02-01	653.9
SMS42000003000000001	PA	2008-03-01	652.8
SMS42000003000000001	PA	2008-04-01	650.7
SMS42000003000000001	PA	2008-05-01	649.4
SMS42000003000000001	PA	2008-06-01	647.4
SMS42000003000000001	PA	2008-07-01	645.4
